Namespace(arch='vgg16_bn', baseline=True, batch_size=128, checkpoint=None, data='../data', dataset='cifar10', decreasing_lr='50,100,150', epochs=180, gpu=0, imagenet_arch=False, input_size=32, lr=0.1, momentum=0.9, print_freq=50, prune_type='lt', pruning_times=16, random_prune=False, rate=0.8, resume=False, rewind_epoch=3, save_dir='./runs/vgg16_cifar10_r80_seed1', seed=1, warmup=0, weight_decay=0.0001, workers=4)
setup random seed = 1
Dataset information: CIFAR-10	 45000 images for training 	 500 images for validation	
10000 images for testing	 no normalize applied in data_transform
Data augmentation = randomcrop(32,4) + randomhorizontalflip
Files already downloaded and verified
Files already downloaded and verified
Files already downloaded and verified
The normalize layer is contained in the network
Sparse model created !
* remain weight ratio =  20.000001359576423 %
######################################## Start Standard Training ########################################
Running Baseline : True
Epoch = 77 	||	 Train = 98.629 % 	||	 Val = 92.500 % 	||	 Test = 91.950 %
Epoch = 78 	||	 Train = 98.658 % 	||	 Val = 92.480 % 	||	 Test = 91.890 %
Epoch = 79 	||	 Train = 98.631 % 	||	 Val = 92.420 % 	||	 Test = 91.830 %
Epoch = 80 	||	 Train = 98.673 % 	||	 Val = 92.480 % 	||	 Test = 91.830 %
Epoch = 81 	||	 Train = 98.798 % 	||	 Val = 92.660 % 	||	 Test = 91.810 %
Epoch = 82 	||	 Train = 98.780 % 	||	 Val = 92.640 % 	||	 Test = 91.880 %
Epoch = 83 	||	 Train = 98.784 % 	||	 Val = 92.420 % 	||	 Test = 91.950 %
Epoch = 84 	||	 Train = 98.807 % 	||	 Val = 92.540 % 	||	 Test = 91.830 %
Epoch = 85 	||	 Train = 98.773 % 	||	 Val = 92.620 % 	||	 Test = 91.910 %
Epoch = 86 	||	 Train = 98.824 % 	||	 Val = 92.600 % 	||	 Test = 91.900 %
Epoch = 87 	||	 Train = 98.824 % 	||	 Val = 92.520 % 	||	 Test = 91.970 %
Epoch = 88 	||	 Train = 98.851 % 	||	 Val = 92.540 % 	||	 Test = 91.850 %
Epoch = 89 	||	 Train = 98.809 % 	||	 Val = 92.560 % 	||	 Test = 91.790 %
Epoch = 90 	||	 Train = 98.884 % 	||	 Val = 92.440 % 	||	 Test = 91.870 %
Epoch = 91 	||	 Train = 98.864 % 	||	 Val = 92.580 % 	||	 Test = 91.940 %
Epoch = 92 	||	 Train = 98.929 % 	||	 Val = 92.580 % 	||	 Test = 91.880 %
Epoch = 93 	||	 Train = 98.958 % 	||	 Val = 92.300 % 	||	 Test = 91.970 %
Epoch = 94 	||	 Train = 98.987 % 	||	 Val = 92.540 % 	||	 Test = 91.930 %
Epoch = 95 	||	 Train = 98.991 % 	||	 Val = 92.580 % 	||	 Test = 91.990 %
Epoch = 96 	||	 Train = 98.993 % 	||	 Val = 92.560 % 	||	 Test = 91.930 %
Epoch = 97 	||	 Train = 99.069 % 	||	 Val = 92.440 % 	||	 Test = 91.870 %
Epoch = 98 	||	 Train = 98.951 % 	||	 Val = 92.520 % 	||	 Test = 91.920 %
Epoch = 99 	||	 Train = 98.958 % 	||	 Val = 92.580 % 	||	 Test = 91.960 %
Epoch = 100 	||	 Train = 98.996 % 	||	 Val = 92.620 % 	||	 Test = 91.890 %
Epoch = 101 	||	 Train = 99.016 % 	||	 Val = 92.560 % 	||	 Test = 92.030 %
Epoch = 102 	||	 Train = 98.969 % 	||	 Val = 92.540 % 	||	 Test = 91.970 %
Epoch = 103 	||	 Train = 99.107 % 	||	 Val = 92.520 % 	||	 Test = 91.950 %
Epoch = 104 	||	 Train = 99.104 % 	||	 Val = 92.500 % 	||	 Test = 91.930 %
Epoch = 105 	||	 Train = 99.029 % 	||	 Val = 92.540 % 	||	 Test = 91.940 %
Epoch = 106 	||	 Train = 99.049 % 	||	 Val = 92.640 % 	||	 Test = 91.940 %
Epoch = 107 	||	 Train = 99.084 % 	||	 Val = 92.560 % 	||	 Test = 91.970 %
Epoch = 108 	||	 Train = 99.011 % 	||	 Val = 92.680 % 	||	 Test = 91.910 %
Epoch = 109 	||	 Train = 99.042 % 	||	 Val = 92.720 % 	||	 Test = 91.830 %
Epoch = 110 	||	 Train = 99.049 % 	||	 Val = 92.740 % 	||	 Test = 91.950 %
Epoch = 111 	||	 Train = 99.053 % 	||	 Val = 92.500 % 	||	 Test = 91.980 %
Epoch = 112 	||	 Train = 99.004 % 	||	 Val = 92.640 % 	||	 Test = 91.950 %
Epoch = 113 	||	 Train = 99.078 % 	||	 Val = 92.640 % 	||	 Test = 91.950 %
Epoch = 114 	||	 Train = 99.004 % 	||	 Val = 92.620 % 	||	 Test = 92.020 %
Epoch = 115 	||	 Train = 99.062 % 	||	 Val = 92.660 % 	||	 Test = 91.970 %
Epoch = 116 	||	 Train = 98.984 % 	||	 Val = 92.720 % 	||	 Test = 91.910 %
Epoch = 117 	||	 Train = 99.042 % 	||	 Val = 92.760 % 	||	 Test = 91.840 %
Epoch = 118 	||	 Train = 99.060 % 	||	 Val = 92.580 % 	||	 Test = 91.930 %
Epoch = 119 	||	 Train = 99.064 % 	||	 Val = 92.640 % 	||	 Test = 92.030 %
Epoch = 120 	||	 Train = 99.029 % 	||	 Val = 92.500 % 	||	 Test = 91.960 %
Epoch = 121 	||	 Train = 99.053 % 	||	 Val = 92.540 % 	||	 Test = 91.900 %
Epoch = 122 	||	 Train = 99.051 % 	||	 Val = 92.720 % 	||	 Test = 91.990 %
Epoch = 123 	||	 Train = 99.027 % 	||	 Val = 92.660 % 	||	 Test = 91.970 %
Epoch = 124 	||	 Train = 99.091 % 	||	 Val = 92.580 % 	||	 Test = 92.000 %
Epoch = 125 	||	 Train = 99.089 % 	||	 Val = 92.640 % 	||	 Test = 91.970 %
Epoch = 126 	||	 Train = 99.087 % 	||	 Val = 92.660 % 	||	 Test = 91.980 %
Epoch = 127 	||	 Train = 98.964 % 	||	 Val = 92.760 % 	||	 Test = 92.020 %
Epoch = 128 	||	 Train = 99.018 % 	||	 Val = 92.580 % 	||	 Test = 91.930 %
Epoch = 129 	||	 Train = 99.007 % 	||	 Val = 92.640 % 	||	 Test = 92.000 %
Epoch = 130 	||	 Train = 99.047 % 	||	 Val = 92.600 % 	||	 Test = 91.990 %
